id,subfield,subfield_name,title,first_author,venue,year,tier,arxiv_id,doi,url,one_line_summary
V2-076,2,在线学习/延迟反馈/在线共形预测/不确定性量化,KReF: Training-Free Retrieval for Long-Term Time-Series Forecasting and Predictive Uncertainty,Yang Zhang,arXiv preprint,2026,preprint,2608.06748,,https://arxiv.org/abs/2608.06748,针对训练式概率长程预测与共形方法延迟反馈的局限，提出免训练检索框架 KReF，将检索到的历史未来作为查询局部的经验预测分布。
V2-077,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Conformal Kelly: Conformal Prediction Intervals as the Scale in Fractional Kelly Position Sizing,Robert Jacob Ryan,arXiv preprint,2026,preprint,2608.01494,,https://arxiv.org/abs/2608.01494,将共形预测区间用于分数 Kelly 仓位缩放，发现慢速无权重滚动分位数区间优于快速自适应变体。
V2-078,2,在线学习/延迟反馈/在线共形预测/不确定性量化,TREA-Net: A Transferable Residual Epidemiological Adaptation Network for Dengue Incidence Forecasting,Inesh Shukla,arXiv preprint,2026,preprint,2607.26854,,https://arxiv.org/abs/2607.26854,针对新监测系统缺历史数据的登革热预测，提出可迁移残差流行病学适应网络 TREA-Net，以 SIR 投影增广神经骨干并学习门控残差校正。
V2-079,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Adaptive Multi-Scale Forecasting and Gate-Localized Conformal Prediction for Multivariate Nonstationary Time Series,Ziling Ma,arXiv preprint,2026,preprint,2607.23165,,https://arxiv.org/abs/2607.23165,针对非平稳多元时序的预测与 UQ，提出 ABF-T-GLCP：学习自适应预测状态表示做点预测，并以门控局部化共形预测复用该表示选取局部校准残差。
V2-080,2,在线学习/延迟反馈/在线共形预测/不确定性量化,tsbootstrap: Distribution-Free Uncertainty Quantification and Conformal Prediction for Time Series,Sankalp Gilda,arXiv preprint,2026,preprint,2607.06690,,https://arxiv.org/abs/2607.06690,提出 tsbootstrap 库：统一块/残差/筛/野自助与自适应共形校准器（EnbPI、ACI、NexCP、AgACI）的时序免分布 UQ 工具。
V2-081,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Weighted Conformal Prediction for Lab-to-Track Thermal Transfer in EV Motorsport Powertrains,Varshith Roy Kotla,arXiv preprint,2026,preprint,2607.02722,,https://arxiv.org/abs/2607.02722,针对实验室到赛道协变量漂移下共形覆盖退化的问题，提出加权 EnbPI 用于 EV 动力总成热预测的分布外区间校准。
V2-082,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Relational and Sequential Conformal Inference for Energy Time Series over Graphs via Foundation Models,Keivan Faghih Niresi,arXiv preprint,2026,preprint,2606.31804,,https://arxiv.org/abs/2606.31804,针对图上能源时序的 UQ，提出结合基础模型的关系-序贯共形推断，捕捉时空依赖以给出带覆盖保证的区间。
V2-083,2,在线学习/延迟反馈/在线共形预测/不确定性量化,End-to-end probabilistic hierarchical forecasting of large hierarchies via probabilistic top-down,Lorenzo Zambon,arXiv preprint,2026,preprint,2606.26774,,https://arxiv.org/abs/2606.26774,针对大规模层级时序相干概率预测的算力瓶颈，提出端到端概率自顶向下方法 e2eTD，仅预测少量聚合序列并概率性分解。
V2-084,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Model selection with proper scoring rules on data sets of time series: prefer the mean scaled score,Giorgio Corani,arXiv preprint,2026,preprint,2606.24715,,https://arxiv.org/abs/2606.24715,研究多序列数据集上概率预测模型选择的评分聚合问题，证明评分偏态使秩/胜率类准则误选模型，主张使用均值缩放评分。
V2-085,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Rigorous uncertainty quantification of probabilistic AI weather forecasts with conformal prediction,Anna Asch,arXiv preprint,2026,preprint,2606.19642,,https://arxiv.org/abs/2606.19642,揭示 AI 概率天气预报在极端事件上覆盖不足的问题，引入在线共形预测为其提供无分布假设的覆盖保证。
V2-086,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Filtered Conformal Ellipsoids for Graph-Native Time Series,Yannick Limmer,arXiv preprint,2026,preprint,2606.17014,,https://arxiv.org/abs/2606.17014,针对多元时序联合预测集需自适应跨坐标依赖的问题，提出滤波共形椭球：状态空间滤波给出预测协方差定形状，分割共形校准 Mahalanobis 分数定半径。
V2-087,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Learning the Context of Errors: Black-Box Online Adaptation of Time Series Foundation Models,Xilin Dai,arXiv preprint,2026,preprint,2606.14222,,https://arxiv.org/abs/2606.14222,针对闭源 API 化 TSFM 无法白盒微调的问题，提出黑盒在线残差上下文适应方法 ORCA，基于误差上下文条件性学习残差校正。
V2-088,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Report the Floor: A Training-Free Conformal Interval Is a Mandatory Baseline for Probabilistic Time-Series Forecasting,Valery Manokhin,arXiv preprint,2026,preprint,2606.09473,,https://arxiv.org/abs/2606.09473,论证免训练的 ConformalNaive 区间（末值预测+分割共形残差分位数）是概率时序预测必备强基线，在 2217 条真实序列上击败 NPTS 族与 CSP。
V2-089,2,在线学习/延迟反馈/在线共形预测/不确定性量化,ProbRes: Volatility Learning for Probabilistic Time-Series Forecasting,Tingting Wang,arXiv preprint,2026,preprint,2606.02117,,https://arxiv.org/abs/2606.02117,针对异方差数据的概率预测校准，提出事后校准方法 ProbRes，分别建模条件均值与条件波动率并重采样归一化残差生成预测分布。
V2-090,2,在线学习/延迟反馈/在线共形预测/不确定性量化,DistMatch: Adaptive Binning via Distribution Matching for Robust Sequential Conformal Prediction,Enver Menadjiev,arXiv preprint,2026,preprint,2606.00690,,https://arxiv.org/abs/2606.00690,针对序贯共形预测中残差可交换性被破坏且重加权权重难定的问题，提出 DistMatch，用 KS 统计量二叉树递归分箱诱导近似可交换的叶节点。
V2-091,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Conformal prediction for functional time series: Application to age-specific mortality rates,Han Lin Shang,arXiv preprint,2026,preprint,2605.29296,,https://arxiv.org/abs/2605.29296,将模型无关免分布的共形预测引入函数型时序（年龄别死亡率）区间构造，经验证集校准最优调参。
V2-092,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Leave a Window Out: Modifying the Jackknife for Predictive Inference in Time Series,Hanyang Jiang,arXiv preprint,2026,preprint,2605.30292,,https://arxiv.org/abs/2605.30292,证明普通留一 jackknife 在轻度时间依赖下也会任意损失覆盖，提出留窗 jackknife（LWO）修正以适应时序预测推断。
V2-093,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Stabilizing distribution-free probabilistic forecasts,Jente Van Belle,arXiv preprint,2026,preprint,2605.28531,,https://arxiv.org/abs/2605.28531,针对多步预测滚动更新导致的预测不稳定，将稳定性纳入免分布概率预测训练，用神经网络参数化回归样条联合优化质量与稳定性。
V2-094,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Distribution-Aware Conformal Prediction: A Framework for generating efficient prediction intervals for time series,Daniel Schweizer,arXiv preprint,2026,preprint,2605.26569,,https://arxiv.org/abs/2605.26569,提出分布感知共形预测框架 DCP，以数值反演统一整合 MC dropout/深度集成/分位数回归与任意非一致性分数生成有效高效区间。
V2-095,2,在线学习/延迟反馈/在线共形预测/不确定性量化,PaP-NF: Probabilistic Long-Term Time Series Forecasting via Prefix-as-Prompt Reprogramming and Normalizing Flows,Minju Kim,arXiv preprint,2026,preprint,2605.23219,,https://arxiv.org/abs/2605.23219,提出概率长程预测框架 PaP-NF：用前缀提示重编程对齐冻结 LLM 与时序表示，并以 LLM 全局上下文条件化正则化流解码器。
V2-096,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Valid and Expressive Copulas for Irregular Multivariate Time Series,Christian Klötergens,arXiv preprint,2026,preprint,2605.23632,,https://arxiv.org/abs/2605.23632,提出 IMTS copula 模型 CopFITi：正则化流建模单变量边缘+高斯混合 copula 建模联合依赖，首个构造上边缘化一致的 IMTS copula。
V2-097,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Probabilistic Multivariate Time Series Forecasting with Diffusion Copulas,David Huk,arXiv preprint,2026,preprint,2605.19685,,https://arxiv.org/abs/2605.19685,针对端到端扩散模型的正态偏置低估尾部风险的问题，提出扩散-copula 框架，解耦边缘分布（混合密度网络）与依赖结构学习。
V2-098,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Online Conformal Prediction for Non-Exchangeable Panel Data,Daohong Tu,arXiv preprint,2026,preprint,2605.17705,,https://arxiv.org/abs/2605.17705,针对面板数据时间依赖与单元异质性破坏可交换性的问题，提出在线共形框架，用同期相关单元作校准面板并配相似度权重与自适应误覆盖水平。
V2-099,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Online Conformal Prediction: Enforcing monotonicity via Online Optimization,Eduardo Ochoa Rivera,arXiv preprint,2026,preprint,2605.12668,,https://arxiv.org/abs/2605.12668,针对多覆盖水平预测集需嵌套且同时有效的问题，提出经在线优化强制单调性的两种在线共形预测方法。
V2-100,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Fast Training of Mixture-of-Experts for Time Series Forecasting via Expert Loss Integration,Btissame El Mahtout,arXiv preprint,2026,preprint,2605.10330,,https://arxiv.org/abs/2605.10330,提出将专家级损失并入训练目标的自适应 MoE 预测框架，结合部分在线学习增量更新门控与专家参数以降低重训成本。
V2-101,2,在线学习/延迟反馈/在线共形预测/不确定性量化,DeepLévy: Learning Heavy-Tailed Uncertainty in Highly Volatile Time Series,Yang Yang,arXiv preprint,2026,preprint,2605.10364,,https://arxiv.org/abs/2605.10364,针对重尾时序不确定性建模中 Lévy 稳定分布密度不可解析的问题，提出 DeepLévy，经特征函数匹配学习上下文相关的 Lévy 稳定混合。
V2-102,2,在线学习/延迟反馈/在线共形预测/不确定性量化,RareCP: Regime-Aware Retrieval for Efficient Conformal Prediction,Manuel Heurich,arXiv preprint,2026,preprint,2605.08857,,https://arxiv.org/abs/2605.08857,针对共形预测未区分平滑漂移与离散误差机制两类非平稳性的问题，提出机制感知检索方法 RareCP，用余弦注意力专家混合学习局部校准表示。
V2-103,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Rolling-Origin Conformal Prediction under Local Stationarity and Weak Dependence,Stanisław M. S. Halkiewicz,arXiv preprint,2026,preprint,2605.08422,,https://arxiv.org/abs/2605.08422,对滚动原点共形预测建立局部平稳与弱依赖下的覆盖误差分解，推导最优校准窗长并证明极小极大最优速率。
V2-104,2,在线学习/延迟反馈/在线共形预测/不确定性量化,"Perceive, Route and Modulate: Dynamic Pattern Recalibration for Time Series Forecasting",Siru Zhong,arXiv preprint,2026,preprint,2605.06310,,https://arxiv.org/abs/2605.06310,针对固定权重矩阵无法适应局部时间模式漂移的问题，提出骨干无关的动态模式重校准机制 DPR，经感知-路由-调制流水线对 token 级隐状态软路由调制。
V2-105,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Online Localized Conformal Prediction,Yuheng Lai,arXiv preprint,2026,preprint,2605.05497,,https://arxiv.org/abs/2605.05497,针对 ACI 类全局校准在协变量异质下低效的问题，提出在线局部化共形预测 OLCP 及其带宽在线专家聚合版本 OLCP-Hedge，并给出覆盖保证。
V2-106,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Training-Free Probabilistic Time-Series Forecasting with Conformal Seasonal Pools,Valery Manokhin,arXiv preprint,2026,preprint,2605.03789,,https://arxiv.org/abs/2605.03789,提出免训练概率预测器 CSP：季节朴素预测叠加同季经验抽样与符号残差抽样，CRPS/覆盖显著优于 DeepNPTS 且快 500 倍。
V2-107,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Optimal Spatio-Temporal Decoupling for Bayesian Conformal Prediction,Yu-Hsueh Fang,arXiv preprint,2026,preprint,2605.00432,,https://arxiv.org/abs/2605.00432,针对在线共形预测快适应与稳覆盖的矛盾，提出 SA-BCP：门控凸组合长期时间惯性与核密度局部空间证据，并给出 MSE 最优阈值闭式解。
V2-108,2,在线学习/延迟反馈/在线共形预测/不确定性量化,SPLICE: Latent Diffusion over JEPA Embeddings for Conformal Time-Series Inpainting,Arnaud Zinflou,arXiv preprint,2026,preprint,2605.00126,,https://arxiv.org/abs/2605.00126,提出保覆盖时序补全框架 SPLICE：JEPA 潜空间条件扩散生成缺口轨迹+自适应共形推断包裹分布无关预测带。
V2-109,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Chronax: A Jax Library for Univariate Statistical Forecasting and Conformal Inference,Xan Carey,arXiv preprint,2026,preprint,2604.16719,,https://arxiv.org/abs/2604.16719,提出 JAX 库 Chronax：纯函数与 JIT/自动向量化实现可组合、可并行的单变量统计预测与共形推断。
V2-110,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Assessing the Performance-Efficiency Trade-off of Foundation Models in Probabilistic Electricity Price Forecasting,Jan Niklas Lettner,arXiv preprint,2026,preprint,2604.14739,,https://arxiv.org/abs/2604.14739,在欧洲日前电价概率预测上系统比较 TSFM 与专用 ML 模型的性能-效率权衡，量化基础模型的实用性。
V2-111,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Bias-Corrected Adaptive Conformal Inference for Multi-Horizon Time Series Forecasting,Ankit Lade,arXiv preprint,2026,preprint,2604.13253,,https://arxiv.org/abs/2604.13253,针对 ACI 只调分位阈值、无法纠正区间中心持续偏差的问题，提出 BC-ACI：在线 EWM 偏差估计校正分数并重定中心，配自适应死区阈值。
V2-112,2,在线学习/延迟反馈/在线共形预测/不确定性量化,Conformal Prediction with Time-Series Data via Sequential Conformalized Density Regions,M. Sampson,arXiv preprint,2026,preprint,2604.07325,,https://arxiv.org/abs/2604.07325,提出序贯共形密度区域 SCDR：条件最高密度区域+分位随机森林共形调整，支持断连预测集且具双重稳健的渐近条件覆盖。
